Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
GG_Medium_Window06_Pink,blocks,Block,New,Medium Pink Window 06,,,,,
GG_Medium_Window07_Pink,blocks,Block,New,Medium Pink Window 07,,,,,
GG_Medium_Window08_Pink,blocks,Block,New,Medium Pink Window 08,,,,,
GG_Medium_Window09_Pink,blocks,Block,New,Medium Pink Window 09,,,,,
GG_Medium_Window10_Pink,blocks,Block,New,Medium Pink Window 10,,,,,
GG_Medium_Window11_Pink,blocks,Block,New,Medium Pink Window 11,,,,,
GG_Medium_Window12_Pink,blocks,Block,New,Medium Pink Window 12,,,,,
GG_Medium_Window13_Pink,blocks,Block,New,Medium Pink Window 13,,,,,

GG_Medium_Window01_Red,blocks,Block,New,Medium Red Window 01,,,,,
GG_Medium_Window02_Red,blocks,Block,New,Medium Red Window 02,,,,,
GG_Medium_Window03_Red,blocks,Block,New,Medium Red Window 03,,,,,
GG_Medium_Window04_Red,blocks,Block,New,Medium Red Window 04,,,,,
GG_Medium_Window05_Red,blocks,Block,New,Medium Red Window 05,,,,,
GG_Medium_Window06_Red,blocks,Block,New,Medium Red Window 06,,,,,
GG_Medium_Window07_Red,blocks,Block,New,Medium Red Window 07,,,,,
GG_Medium_Window08_Red,blocks,Block,New,Medium Red Window 08,,,,,
GG_Medium_Window09_Red,blocks,Block,New,Medium Red Window 09,,,,,
GG_Medium_Window10_Red,blocks,Block,New,Medium Red Window 10,,,,,
GG_Medium_Window11_Red,blocks,Block,New,Medium Red Window 11,,,,,
GG_Medium_Window12_Red,blocks,Block,New,Medium Red Window 12,,,,,
GG_Medium_Window13_Red,blocks,Block,New,Medium Red Window 13,,,,,

GG_Large_Window01,blocks,Block,New,Large Regular Window 01,,,,,
GG_Large_Window02,blocks,Block,New,Large Regular Window 02,,,,,
GG_Large_Window03,blocks,Block,New,Large Regular Window 03,,,,,
GG_Large_Window04,blocks,Block,New,Large Regular Window 04,,,,,
GG_Large_Window05,blocks,Block,New,Large Regular Window 05,,,,,
GG_Large_Window06,blocks,Block,New,Large Regular Window 06,,,,,
GG_Large_Window07,blocks,Block,New,Large Regular Window 07,,,,,
GG_Large_Window08,blocks,Block,New,Large Regular Window 08,,,,,
GG_Large_Window09,blocks,Block,New,Large Regular Window 09,,,,,
GG_Large_Window10,blocks,Block,New,Large Regular Window 10,,,,,
GG_Large_Window11,blocks,Block,New,Large Regular Window 11,,,,,
GG_Large_Window12,blocks,Block,New,Large Regular Window 12,,,,,
GG_Large_Window13,blocks,Block,New,Large Regular Window 13,,,,,

GG_Large_Window01_Blue,blocks,Block,New,Large Blue Window 01,,,,,
GG_Large_Window02_Blue,blocks,Block,New,Large Blue Window 02,,,,,
GG_Large_Window03_Blue,blocks,Block,New,Large Blue Window 03,,,,,
GG_Large_Window04_Blue,blocks,Block,New,Large Blue Window 04,,,,,
GG_Large_Window05_Blue,blocks,Block,New,Large Blue Window 05,,,,,
GG_Large_Window06_Blue,blocks,Block,New,Large Blue Window 06,,,,,
GG_Large_Window07_Blue,blocks,Block,New,Large Blue Window 07,,,,,
GG_Large_Window08_Blue,blocks,Block,New,Large Blue Window 08,,,,,
GG_Large_Window09_Blue,blocks,Block,New,Large Blue Window 09,,,,,
GG_Large_Window10_Blue,blocks,Block,New,Large Blue Window 10,,,,,
GG_Large_Window11_Blue,blocks,Block,New,Large Blue Window 11,,,,,
GG_Large_Window12_Blue,blocks,Block,New,Large Blue Window 12,,,,,
GG_Large_Window13_Blue,blocks,Block,New,Large Blue Window 13,,,,,

GG_Large_Window01_Green,blocks,Block,New,Large Green Window 01,,,,,
GG_Large_Window02_Green,blocks,Block,New,Large Green Window 02,,,,,
GG_Large_Window03_Green,blocks,Block,New,Large Green Window 03,,,,,
GG_Large_Window04_Green,blocks,Block,New,Large Green Window 04,,,,,
GG_Large_Window05_Green,blocks,Block,New,Large Green Window 05,,,,,
GG_Large_Window06_Green,blocks,Block,New,Large Green Window 06,,,,,
GG_Large_Window07_Green,blocks,Block,New,Large Green Window 07,,,,,
GG_Large_Window08_Green,blocks,Block,New,Large Green Window 08,,,,,
GG_Large_Window09_Green,blocks,Block,New,Large Green Window 09,,,,,
GG_Large_Window10_Green,blocks,Block,New,Large Green Window 10,,,,,
GG_Large_Window11_Green,blocks,Block,New,Large Green Window 11,,,,,
GG_Large_Window12_Green,blocks,Block,New,Large Green Window 12,,,,,
GG_Large_Window13_Green,blocks,Block,New,Large Green Window 13,,,,,

GG_Large_Window01_Pink,blocks,Block,New,Large Pink Window 01,,,,,
GG_Large_Window02_Pink,blocks,Block,New,Large Pink Window 02,,,,,
GG_Large_Window03_Pink,blocks,Block,New,Large Pink Window 03,,,,,
GG_Large_Window04_Pink,blocks,Block,New,Large Pink Window 04,,,,,
GG_Large_Window05_Pink,blocks,Block,New,Large Pink Window 05,,,,,
GG_Large_Window06_Pink,blocks,Block,New,Large Pink Window 06,,,,,
GG_Large_Window07_Pink,blocks,Block,New,Large Pink Window 07,,,,,
GG_Large_Window08_Pink,blocks,Block,New,Large Pink Window 08,,,,,
GG_Large_Window09_Pink,blocks,Block,New,Large Pink Window 09,,,,,
GG_Large_Window10_Pink,blocks,Block,New,Large Pink Window 10,,,,,
GG_Large_Window11_Pink,blocks,Block,New,Large Pink Window 11,,,,,
GG_Large_Window12_Pink,blocks,Block,New,Large Pink Window 12,,,,,
GG_Large_Window13_Pink,blocks,Block,New,Large Pink Window 13,,,,,

GG_Large_Window01_Red,blocks,Block,New,Large Red Window 01,,,,,
GG_Large_Window02_Red,blocks,Block,New,Large Red Window 02,,,,,
GG_Large_Window03_Red,blocks,Block,New,Large Red Window 03,,,,,
GG_Large_Window04_Red,blocks,Block,New,Large Red Window 04,,,,,
GG_Large_Window05_Red,blocks,Block,New,Large Red Window 05,,,,,
GG_Large_Window06_Red,blocks,Block,New,Large Red Window 06,,,,,
GG_Large_Window07_Red,blocks,Block,New,Large Red Window 07,,,,,
GG_Large_Window08_Red,blocks,Block,New,Large Red Window 08,,,,,
GG_Large_Window09_Red,blocks,Block,New,Large Red Window 09,,,,,
GG_Large_Window10_Red,blocks,Block,New,Large Red Window 10,,,,,
GG_Large_Window11_Red,blocks,Block,New,Large Red Window 11,,,,,
GG_Large_Window12_Red,blocks,Block,New,Large Red Window 12,,,,,
GG_Large_Window13_Red,blocks,Block,New,Large Red Window 13,,,,,


GG_Decor_Clock_Block_Variant,blocks,Variant,New,GG's Clocks,,,,,
GG_Clock_SelectorDesc,blocks,Block,New,FANCY CLOCKS!!!,,,,,
GG_Decor_Clock01,blocks,Block,New,Clock 01,,,,,
GG_Decor_Clock02,blocks,Block,New,Clock 02,,,,,
GG_Decor_Clock03,blocks,Block,New,Clock 03,,,,,
GG_Decor_Clock04,blocks,Block,New,Clock 04,,,,,
GG_Decor_Clock05,blocks,Block,New,Clock 05,,,,,
GG_Decor_Clock06,blocks,Block,New,Clock 06,,,,,
GG_Decor_Clock07,blocks,Block,New,Clock 07,,,,,
GG_Decor_Clock08,blocks,Block,New,Clock 08,,,,,
GG_Decor_Clock09,blocks,Block,New,Clock 09,,,,,
GG_Decor_Clock10,blocks,Block,New,Clock 10,,,,,
GG_Decor_Clock11,blocks,Block,New,Clock 11,,,,,
GG_Decor_Clock12,blocks,Block,New,Clock 12,,,,,
GG_Decor_Clock13,blocks,Block,New,Clock 13,,,,,
GG_Decor_Clock14,blocks,Block,New,Clock 14,,,,,
GG_Decor_Clock15,blocks,Block,New,Clock 15,,,,,
GG_Decor_Clock16,blocks,Block,New,Clock 16,,,,,
GG_Decor_Clock17,blocks,Block,New,Clock 17,,,,,
GG_Decor_Clock18,blocks,Block,New,Clock 18,,,,,
GG_Decor_Clock19,blocks,Block,New,Clock 19,,,,,
GG_Decor_Clock20,blocks,Block,New,Clock 20,,,,,
GG_Decor_Clock21,blocks,Block,New,Clock 21,,,,,
GG_Decor_Clock22,blocks,Block,New,Clock 22,,,,,
GG_Decor_Clock23,blocks,Block,New,Clock 23,,,,,


GG_Decor_Electronics_Block_Variant,blocks,Variant,New,GG's Electronics,,,,,
GG_Electronics_SelectorDesc,blocks,Block,New,FANCY Electronics!!!,,,,,
GG_Decor_Electronics01,blocks,Block,New,Computer 01,,,,,
GG_Decor_Electronics02,blocks,Block,New,Computer 02,,,,,
GG_Decor_Electronics03,blocks,Block,New,Computer 03,,,,,
GG_Decor_Electronics04,blocks,Block,New,Computer 04,,,,,
GG_Decor_Electronics05,blocks,Block,New,Computer 05,,,,,
GG_Decor_Electronics06,blocks,Block,New,Computer 06,,,,,
GG_Decor_Electronics07,blocks,Block,New,Computer 07,,,,,
GG_Decor_Electronics08,blocks,Block,New,Computer 08,,,,,
GG_Decor_Electronics09,blocks,Block,New,Computer 09,,,,,
GG_Decor_Electronics10,blocks,Block,New,Computer 10,,,,,
GG_Decor_Electronics11,blocks,Block,New,Computer 11,,,,,
GG_Decor_Electronics12,blocks,Block,New,Computer 12,,,,,
GG_Decor_Electronics13,blocks,Block,New,Printer 01,,,,,
GG_Decor_Electronics14,blocks,Block,New,Printer 02,,,,,
GG_Decor_Electronics15,blocks,Block,New,Printer 03,,,,,
GG_Decor_Electronics16,blocks,Block,New,Phone 01,,,,,
GG_Decor_Electronics17,blocks,Block,New,Phone 02,,,,,
GG_Decor_Electronics18,blocks,Block,New,Phone 03,,,,,
GG_Decor_Electronics19,blocks,Block,New,Phone 04,,,,,
GG_Decor_Electronics20,blocks,Block,New,Phone 05,,,,,
GG_Decor_Electronics21,blocks,Block,New,Phone 06,,,,,
GG_Decor_Electronics22,blocks,Block,New,Phone 07,,,,,
GG_Decor_Electronics23,blocks,Block,New,Phone 08,,,,,
GG_Decor_Electronics24,blocks,Block,New,Phone 09,,,,,
GG_Decor_Electronics25,blocks,Block,New,Phone 10,,,,,
GG_Decor_Electronics26,blocks,Block,New,Phone 11,,,,,
GG_Decor_Electronics27,blocks,Block,New,Phone 12,,,,,
GG_Decor_Electronics28,blocks,Block,New,Phone 13,,,,,
GG_Decor_Electronics29,blocks,Block,New,Phone 14,,,,,
GG_Decor_Electronics30,blocks,Block,New,Phone 15,,,,,
GG_Decor_Electronics31,blocks,Block,New,Speaker 01,,,,,
GG_Decor_Electronics32,blocks,Block,New,Speaker 02,,,,,
GG_Decor_Electronics33,blocks,Block,New,Speaker 03,,,,,
GG_Decor_Electronics34,blocks,Block,New,Speaker 04,,,,,
GG_Decor_Electronics35,blocks,Block,New,Speaker 05,,,,,
GG_Decor_Electronics36,blocks,Block,New,Speaker 06,,,,,
GG_Decor_Electronics37,blocks,Block,New,Speaker 07,,,,,
GG_Decor_Electronics38,blocks,Block,New,Speaker 08,,,,,
GG_Decor_Electronics39,blocks,Block,New,Speaker 09,,,,,
GG_Decor_Electronics40,blocks,Block,New,Speaker 10,,,,,
GG_Decor_Electronics41,blocks,Block,New,DVD Player 01,,,,,
GG_Decor_Electronics42,blocks,Block,New,DVD Player 02,,,,,
GG_Decor_Electronics43,blocks,Block,New,DVD Player 03,,,,,
GG_Decor_Electronics44,blocks,Block,New,Console 01,,,,,
GG_Decor_Electronics45,blocks,Block,New,Console 02,,,,,
GG_Decor_Electronics46,blocks,Block,New,Console 03,,,,,
GG_Decor_Electronics47,blocks,Block,New,Console 04,,,,,
GG_Decor_Electronics48,blocks,Block,New,Console 05,,,,,
GG_Decor_Electronics49,blocks,Block,New,Console 06,,,,,
GG_Decor_Electronics50,blocks,Block,New,Console 07,,,,,
GG_Decor_Electronics51,blocks,Block,New,Console 08,,,,,
GG_Decor_Electronics52,blocks,Block,New,Console 09,,,,,
GG_Decor_Electronics53,blocks,Block,New,Console 10,,,,,
GG_Decor_Electronics54,blocks,Block,New,Console 11,,,,,
GG_Decor_Electronics55,blocks,Block,New,Console 12,,,,,


GG_Decor_Picture_Block_Variant,blocks,Variant,New,GG's Pictures,,,,,
GG_Picture_SelectorDesc,blocks,Block,New,FANCY Pictures!!!,,,,,
GG_Decor_Picture01,blocks,Block,New,Picture 01,,,,,
GG_Decor_Picture02,blocks,Block,New,Picture 02,,,,,
GG_Decor_Picture03,blocks,Block,New,Picture 03,,,,,
GG_Decor_Picture04,blocks,Block,New,Picture 04,,,,,
GG_Decor_Picture05,blocks,Block,New,Picture 05,,,,,
GG_Decor_Picture06,blocks,Block,New,Picture 06,,,,,
GG_Decor_Picture07,blocks,Block,New,Picture 07,,,,,
GG_Decor_Picture08,blocks,Block,New,Picture 08,,,,,
GG_Decor_Picture09,blocks,Block,New,Picture 09,,,,,
GG_Decor_Picture10,blocks,Block,New,Picture 10,,,,,
GG_Decor_Picture11,blocks,Block,New,Picture 11,,,,,
GG_Decor_Picture12,blocks,Block,New,Picture 12,,,,,
GG_Decor_Picture13,blocks,Block,New,Picture 13,,,,,
GG_Decor_Picture14,blocks,Block,New,Picture 14,,,,,
GG_Decor_Picture15,blocks,Block,New,Picture 15,,,,,
GG_Decor_Picture16,blocks,Block,New,Picture 16,,,,,


GG_Seating_Sofa_Block_Variant,blocks,Variant,New,GG's Sofas,,,,,
GG_Sofa_SelectorDesc,blocks,Block,New,FANCY Sofas!!!,,,,,
GG_Seating_Sofa01,blocks,Block,New,Sofa 01,,,,,
GG_Seating_Sofa02,blocks,Block,New,Sofa 02,,,,,
GG_Seating_Sofa03,blocks,Block,New,Sofa 03,,,,,
GG_Seating_Sofa04,blocks,Block,New,Sofa 04,,,,,
GG_Seating_Sofa05,blocks,Block,New,Sofa 05,,,,,
GG_Seating_Sofa06,blocks,Block,New,Sofa 06,,,,,
GG_Seating_Sofa07,blocks,Block,New,Sofa 07,,,,,
GG_Seating_Sofa08,blocks,Block,New,Sofa 08,,,,,
GG_Seating_Sofa09,blocks,Block,New,Sofa 09,,,,,
GG_Seating_Sofa10,blocks,Block,New,Sofa 10,,,,,
GG_Seating_Sofa11,blocks,Block,New,Sofa 11,,,,,
GG_Seating_Sofa12,blocks,Block,New,Sofa 12,,,,,
GG_Seating_Sofa13,blocks,Block,New,Sofa 13,,,,,
GG_Seating_Sofa14,blocks,Block,New,Sofa 14,,,,,
GG_Seating_Sofa15,blocks,Block,New,Sofa 15,,,,,
GG_Seating_Sofa16,blocks,Block,New,Sofa 16,,,,,
GG_Seating_Sofa17,blocks,Block,New,Sofa 17,,,,,
GG_Seating_Sofa18,blocks,Block,New,Sofa 18,,,,,
GG_Seating_Sofa19,blocks,Block,New,Sofa 19,,,,,
GG_Seating_Sofa20,blocks,Block,New,Sofa 20,,,,,
GG_Seating_Sofa21,blocks,Block,New,Sofa 21,,,,,
GG_Seating_Sofa22,blocks,Block,New,Sofa 22,,,,,
GG_Seating_Sofa23,blocks,Block,New,Sofa 23,,,,,


GG_Seating_Chair_Block_Variant,blocks,Variant,New,GG's Chairs,,,,,
GG_Chair_SelectorDesc,blocks,Block,New,FANCY Chairs!!!,,,,,
GG_Seating_Chair01,blocks,Block,New,Chair 01,,,,,
GG_Seating_Chair02,blocks,Block,New,Chair 02,,,,,
GG_Seating_Chair03,blocks,Block,New,Chair 03,,,,,
GG_Seating_Chair04,blocks,Block,New,Chair 04,,,,,
GG_Seating_Chair05,blocks,Block,New,Chair 05,,,,,
GG_Seating_Chair06,blocks,Block,New,Chair 06,,,,,
GG_Seating_Chair07,blocks,Block,New,Chair 07,,,,,
GG_Seating_Chair08,blocks,Block,New,Chair 08,,,,,
GG_Seating_Chair09,blocks,Block,New,Chair 09,,,,,
GG_Seating_Chair10,blocks,Block,New,Chair 10,,,,,

GG_Table_Hallway_Block_Variant,blocks,Variant,New,GG's Hallway Tables,,,,,
GG_DiningTable_SelectorDesc,blocks,Block,New,FANCY Dining Tables!!!,,,,,
GG_Table_Dining01,blocks,Block,New,Dining Table 01,,,,,
GG_Table_Dining02,blocks,Block,New,Dining Table 02,,,,,
GG_Table_Dining03,blocks,Block,New,Dining Table 03,,,,,
GG_Table_Dining04,blocks,Block,New,Dining Table 04,,,,,
GG_Table_Dining05,blocks,Block,New,Dining Table 05,,,,,
GG_Table_Dining06,blocks,Block,New,Dining Table 06,,,,,
GG_Table_Dining07,blocks,Block,New,Dining Table 07,,,,,
GG_Table_Dining08,blocks,Block,New,Dining Table 08,,,,,
GG_Table_Dining09,blocks,Block,New,Dining Table 09,,,,,
GG_Table_Dining10,blocks,Block,New,Dining Table 10,,,,,

GG_Table_Hallway_Block_Variant,blocks,Variant,New,GG's Hallway Tables,,,,,
GG_HallwayTable_SelectorDesc,blocks,Block,New,FANCY Tables!!!,,,,,
GG_Table_Hallway01,blocks,Block,New,Hallway Table 01,,,,,
GG_Table_Hallway02,blocks,Block,New,Hallway Table 02,,,,,
GG_Table_Hallway03,blocks,Block,New,Hallway Table 03,,,,,
GG_Table_Hallway04,blocks,Block,New,Hallway Table 04,,,,,
GG_Table_Hallway05,blocks,Block,New,Hallway Table 05,,,,,
GG_Table_Hallway06,blocks,Block,New,Hallway Table 06,,,,,
GG_Table_Hallway07,blocks,Block,New,Hallway Table 07,,,,,
GG_Table_Hallway08,blocks,Block,New,Hallway Table 08,,,,,
GG_Table_Hallway09,blocks,Block,New,Hallway Table 09,,,,,
GG_Table_Hallway10,blocks,Block,New,Hallway Table 10,,,,,
